FilePath,Label
/mnistTask/4/image_056905.jpg,9
/mnistTask/4/image_045688.jpg,9
/mnistTask/6/image_030321.jpg,4
/mnistTask/3/image_005351.jpg,1
/mnistTask/9/image_050834.jpg,3
/mnistTask/7/image_009664.jpg,3
/mnistTask/9/image_020382.jpg,2
/mnistTask/7/image_043482.jpg,3
/mnistTask/5/image_034691.jpg,8
/mnistTask/4/image_016258.jpg,6
/mnistTask/3/image_058373.jpg,2
/mnistTask/4/image_004100.jpg,8
/mnistTask/4/image_048873.jpg,3
/mnistTask/1/image_026563.jpg,6
/mnistTask/3/image_037998.jpg,6
/mnistTask/0/image_051431.jpg,8
/mnistTask/1/image_031117.jpg,3
/mnistTask/1/image_035989.jpg,4
/mnistTask/9/image_015887.jpg,2
/mnistTask/1/image_002686.jpg,4
/mnistTask/5/image_017388.jpg,7
/mnistTask/7/image_027681.jpg,1
/mnistTask/8/image_048411.jpg,1
/mnistTask/6/image_059787.jpg,1
/mnistTask/9/image_009975.jpg,1
/mnistTask/3/image_003469.jpg,7
/mnistTask/2/image_022224.jpg,0
/mnistTask/6/image_006868.jpg,5
/mnistTask/6/image_010877.jpg,5
/mnistTask/9/image_032172.jpg,4
/mnistTask/9/image_041944.jpg,1
/mnistTask/6/image_040042.jpg,0
/mnistTask/9/image_058317.jpg,2
/mnistTask/4/image_019050.jpg,7
/mnistTask/6/image_001373.jpg,4
/mnistTask/0/image_024244.jpg,4
/mnistTask/6/image_037095.jpg,8
/mnistTask/2/image_047698.jpg,7
/mnistTask/9/image_040517.jpg,3
/mnistTask/4/image_023660.jpg,1
/mnistTask/2/image_001108.jpg,3
/mnistTask/5/image_035408.jpg,0
/mnistTask/9/image_054087.jpg,1
/mnistTask/6/image_047688.jpg,2
/mnistTask/5/image_052637.jpg,2
/mnistTask/8/image_036688.jpg,7
/mnistTask/2/image_020178.jpg,1
/mnistTask/7/image_036878.jpg,8
/mnistTask/7/image_034822.jpg,9
/mnistTask/0/image_008686.jpg,8
/mnistTask/8/image_024714.jpg,1
/mnistTask/8/image_003262.jpg,0
/mnistTask/8/image_042895.jpg,4
/mnistTask/4/image_008280.jpg,7
/mnistTask/3/image_023475.jpg,6
/mnistTask/6/image_020225.jpg,0
/mnistTask/9/image_039216.jpg,2
/mnistTask/3/image_041278.jpg,5
/mnistTask/9/image_009089.jpg,3
/mnistTask/5/image_050567.jpg,4
/mnistTask/5/image_025748.jpg,7
/mnistTask/6/image_051983.jpg,2
/mnistTask/2/image_020410.jpg,9
/mnistTask/9/image_009659.jpg,6
/mnistTask/4/image_022863.jpg,3
/mnistTask/1/image_014389.jpg,5
/mnistTask/6/image_052588.jpg,7
/mnistTask/9/image_025773.jpg,0
/mnistTask/1/image_013658.jpg,3
/mnistTask/9/image_045877.jpg,8
/mnistTask/2/image_020189.jpg,7
/mnistTask/1/image_031918.jpg,9
/mnistTask/2/image_005899.jpg,4
/mnistTask/7/image_020621.jpg,8
/mnistTask/0/image_009249.jpg,2
/mnistTask/5/image_025161.jpg,7
/mnistTask/4/image_003855.jpg,3
/mnistTask/5/image_035068.jpg,9
/mnistTask/9/image_015003.jpg,3
/mnistTask/5/image_021650.jpg,8
/mnistTask/2/image_001118.jpg,1
/mnistTask/7/image_001601.jpg,1
/mnistTask/8/image_020112.jpg,9
/mnistTask/5/image_056806.jpg,7
/mnistTask/9/image_031497.jpg,0
/mnistTask/6/image_006642.jpg,2
/mnistTask/2/image_041242.jpg,6
/mnistTask/8/image_025019.jpg,9
/mnistTask/9/image_032283.jpg,5
/mnistTask/9/image_042573.jpg,7
/mnistTask/8/image_053847.jpg,9
/mnistTask/2/image_029811.jpg,1
/mnistTask/2/image_004314.jpg,6
/mnistTask/0/image_058282.jpg,7
/mnistTask/9/image_020785.jpg,8
/mnistTask/5/image_043004.jpg,8
/mnistTask/9/image_054560.jpg,3
/mnistTask/9/image_050827.jpg,1
/mnistTask/5/image_047537.jpg,7
/mnistTask/8/image_030564.jpg,1
/mnistTask/2/image_029944.jpg,6
/mnistTask/6/image_031821.jpg,5
/mnistTask/4/image_022160.jpg,6
/mnistTask/9/image_023010.jpg,7
/mnistTask/2/image_027307.jpg,0
/mnistTask/2/image_053219.jpg,0
/mnistTask/9/image_040349.jpg,6
/mnistTask/3/image_019605.jpg,8
/mnistTask/1/image_011723.jpg,6
/mnistTask/0/image_036903.jpg,6
/mnistTask/1/image_056412.jpg,8
/mnistTask/2/image_049042.jpg,1
/mnistTask/1/image_016976.jpg,6
/mnistTask/3/image_056695.jpg,5
/mnistTask/1/image_036727.jpg,8
/mnistTask/6/image_047770.jpg,1
/mnistTask/1/image_036527.jpg,6
/mnistTask/3/image_020859.jpg,8
/mnistTask/8/image_011187.jpg,0
/mnistTask/1/image_011451.jpg,0
/mnistTask/1/image_021989.jpg,5
/mnistTask/2/image_037264.jpg,4
/mnistTask/4/image_021416.jpg,5
/mnistTask/3/image_010461.jpg,7
/mnistTask/2/image_026100.jpg,8
/mnistTask/0/image_050519.jpg,9
/mnistTask/0/image_038375.jpg,4
/mnistTask/8/image_013002.jpg,9
/mnistTask/5/image_057988.jpg,8
/mnistTask/3/image_034178.jpg,7
/mnistTask/5/image_002601.jpg,2
/mnistTask/6/image_022467.jpg,7
/mnistTask/3/image_039911.jpg,9
/mnistTask/9/image_008679.jpg,1
/mnistTask/2/image_049020.jpg,3
/mnistTask/6/image_047071.jpg,7
/mnistTask/6/image_052167.jpg,1
/mnistTask/2/image_046743.jpg,3
/mnistTask/0/image_030102.jpg,2
/mnistTask/6/image_029251.jpg,4
/mnistTask/5/image_004942.jpg,1
/mnistTask/6/image_023952.jpg,2
/mnistTask/8/image_022817.jpg,7
/mnistTask/4/image_028675.jpg,7
/mnistTask/5/image_039784.jpg,7
/mnistTask/6/image_044730.jpg,0
/mnistTask/8/image_054524.jpg,3
/mnistTask/8/image_027909.jpg,9
/mnistTask/2/image_015351.jpg,6
/mnistTask/2/image_050438.jpg,7
/mnistTask/1/image_032669.jpg,4
/mnistTask/2/image_024189.jpg,0
/mnistTask/2/image_037485.jpg,4
/mnistTask/8/image_010177.jpg,4
/mnistTask/1/image_002382.jpg,8
/mnistTask/6/image_043834.jpg,0
/mnistTask/9/image_042598.jpg,2
/mnistTask/1/image_013074.jpg,0
/mnistTask/2/image_054683.jpg,1
/mnistTask/7/image_032425.jpg,4
/mnistTask/7/image_005355.jpg,1
/mnistTask/5/image_033334.jpg,2
/mnistTask/0/image_055735.jpg,7
/mnistTask/7/image_022951.jpg,5
/mnistTask/4/image_035888.jpg,6
/mnistTask/2/image_012686.jpg,0
/mnistTask/8/image_008910.jpg,7
/mnistTask/9/image_059909.jpg,8
/mnistTask/3/image_004015.jpg,5
/mnistTask/3/image_030955.jpg,0
/mnistTask/5/image_036386.jpg,8
/mnistTask/4/image_034950.jpg,1
/mnistTask/4/image_055225.jpg,5
/mnistTask/4/image_029458.jpg,3
/mnistTask/7/image_001498.jpg,4
/mnistTask/8/image_045141.jpg,6
/mnistTask/8/image_009538.jpg,7
/mnistTask/9/image_047883.jpg,2
/mnistTask/6/image_057478.jpg,2
/mnistTask/2/image_007519.jpg,8
/mnistTask/3/image_059184.jpg,9
/mnistTask/1/image_017044.jpg,7
/mnistTask/1/image_006825.jpg,3
/mnistTask/1/image_055570.jpg,9
/mnistTask/5/image_059169.jpg,4
/mnistTask/5/image_056093.jpg,8
/mnistTask/4/image_014135.jpg,3
/mnistTask/4/image_010576.jpg,9
/mnistTask/3/image_023020.jpg,2
/mnistTask/8/image_026269.jpg,4
/mnistTask/7/image_040491.jpg,6
/mnistTask/7/image_040568.jpg,1
/mnistTask/0/image_014998.jpg,1
/mnistTask/5/image_032741.jpg,1
/mnistTask/0/image_011225.jpg,9
/mnistTask/8/image_002196.jpg,6
/mnistTask/1/image_039832.jpg,8
/mnistTask/2/image_006218.jpg,4
/mnistTask/3/image_029397.jpg,9
/mnistTask/1/image_027002.jpg,5
/mnistTask/7/image_016153.jpg,1
/mnistTask/8/image_020404.jpg,7
/mnistTask/3/image_035277.jpg,7
/mnistTask/2/image_005979.jpg,9
/mnistTask/4/image_053784.jpg,9
/mnistTask/9/image_019083.jpg,5
/mnistTask/6/image_049250.jpg,8
/mnistTask/5/image_016204.jpg,1
/mnistTask/2/image_044034.jpg,3
/mnistTask/7/image_011354.jpg,0
/mnistTask/0/image_041472.jpg,7
/mnistTask/0/image_056431.jpg,9
/mnistTask/9/image_056296.jpg,8
/mnistTask/5/image_009094.jpg,6
/mnistTask/3/image_027993.jpg,9
/mnistTask/2/image_031004.jpg,9
/mnistTask/6/image_058248.jpg,5
/mnistTask/7/image_053969.jpg,6
/mnistTask/4/image_046296.jpg,3
/mnistTask/9/image_019503.jpg,6
/mnistTask/2/image_018374.jpg,9
/mnistTask/4/image_014920.jpg,7
/mnistTask/7/image_049704.jpg,8
/mnistTask/4/image_018564.jpg,0
/mnistTask/6/image_046332.jpg,0
/mnistTask/9/image_016417.jpg,8
/mnistTask/8/image_050396.jpg,1
/mnistTask/7/image_032880.jpg,0
/mnistTask/5/image_039842.jpg,9
/mnistTask/7/image_020956.jpg,4
/mnistTask/4/image_000644.jpg,7
/mnistTask/8/image_005496.jpg,7
/mnistTask/4/image_049312.jpg,3
/mnistTask/0/image_003583.jpg,9
/mnistTask/5/image_056922.jpg,2
/mnistTask/0/image_003415.jpg,3
/mnistTask/0/image_034936.jpg,2
/mnistTask/8/image_041864.jpg,4
/mnistTask/2/image_037611.jpg,9
/mnistTask/4/image_018948.jpg,3
/mnistTask/0/image_053836.jpg,7
/mnistTask/6/image_041837.jpg,0
/mnistTask/9/image_035862.jpg,1
/mnistTask/8/image_004972.jpg,1
/mnistTask/0/image_046451.jpg,4
/mnistTask/7/image_014885.jpg,4
/mnistTask/8/image_050235.jpg,0
/mnistTask/0/image_007761.jpg,1
/mnistTask/1/image_023169.jpg,5
/mnistTask/1/image_053835.jpg,2
/mnistTask/3/image_035268.jpg,5
/mnistTask/1/image_048392.jpg,3
/mnistTask/0/image_047314.jpg,5
/mnistTask/5/image_005116.jpg,8
/mnistTask/3/image_045323.jpg,9
/mnistTask/8/image_031904.jpg,0
/mnistTask/9/image_040157.jpg,6
/mnistTask/6/image_041028.jpg,4
/mnistTask/4/image_059818.jpg,3
/mnistTask/2/image_031878.jpg,9
/mnistTask/6/image_050975.jpg,3
/mnistTask/0/image_017488.jpg,1
/mnistTask/4/image_002568.jpg,3
/mnistTask/1/image_029929.jpg,4
/mnistTask/1/image_052881.jpg,8
/mnistTask/3/image_038607.jpg,7
/mnistTask/3/image_021765.jpg,1
/mnistTask/9/image_023290.jpg,1
/mnistTask/8/image_051833.jpg,1
/mnistTask/5/image_058720.jpg,2
/mnistTask/8/image_052355.jpg,9
/mnistTask/8/image_012646.jpg,9
/mnistTask/4/image_018115.jpg,1
/mnistTask/4/image_055998.jpg,3
/mnistTask/0/image_053908.jpg,1
/mnistTask/8/image_050937.jpg,4
/mnistTask/2/image_017157.jpg,4
/mnistTask/8/image_016849.jpg,3
/mnistTask/3/image_025237.jpg,9
/mnistTask/7/image_014617.jpg,2
/mnistTask/8/image_023922.jpg,6
/mnistTask/2/image_058338.jpg,9
/mnistTask/0/image_039695.jpg,1
/mnistTask/2/image_036055.jpg,0
/mnistTask/0/image_034692.jpg,5
/mnistTask/6/image_052046.jpg,1
/mnistTask/2/image_010565.jpg,1
/mnistTask/3/image_032062.jpg,0
/mnistTask/2/image_053102.jpg,7
/mnistTask/7/image_031164.jpg,4
/mnistTask/3/image_038508.jpg,5
/mnistTask/4/image_059267.jpg,0
/mnistTask/6/image_004329.jpg,9
/mnistTask/6/image_037749.jpg,5
/mnistTask/7/image_053535.jpg,0
/mnistTask/3/image_049780.jpg,0
/mnistTask/7/image_031492.jpg,2
/mnistTask/7/image_025772.jpg,4
/mnistTask/8/image_018362.jpg,4
/mnistTask/0/image_008328.jpg,6
/mnistTask/0/image_014471.jpg,5
/mnistTask/9/image_023257.jpg,9
/mnistTask/7/image_053959.jpg,0
/mnistTask/9/image_055106.jpg,3
/mnistTask/2/image_028063.jpg,1
/mnistTask/7/image_035999.jpg,0
/mnistTask/2/image_036668.jpg,4
/mnistTask/4/image_057856.jpg,3
/mnistTask/5/image_019044.jpg,4
/mnistTask/7/image_038371.jpg,6
/mnistTask/4/image_046133.jpg,7
/mnistTask/4/image_022377.jpg,7
/mnistTask/3/image_016109.jpg,2
/mnistTask/8/image_006577.jpg,9
/mnistTask/2/image_046589.jpg,9
/mnistTask/9/image_052717.jpg,5
/mnistTask/6/image_054199.jpg,3
/mnistTask/3/image_003539.jpg,5
/mnistTask/7/image_036694.jpg,2
/mnistTask/2/image_013263.jpg,4
/mnistTask/1/image_042105.jpg,7
/mnistTask/9/image_010157.jpg,1
/mnistTask/7/image_008639.jpg,5
/mnistTask/3/image_055878.jpg,5
/mnistTask/1/image_043692.jpg,8
/mnistTask/6/image_052752.jpg,7
/mnistTask/7/image_000863.jpg,2
/mnistTask/2/image_006673.jpg,6
/mnistTask/4/image_009875.jpg,1
/mnistTask/0/image_002781.jpg,8
/mnistTask/1/image_030334.jpg,9
/mnistTask/0/image_010463.jpg,6
/mnistTask/2/image_001381.jpg,7
/mnistTask/3/image_047815.jpg,0
/mnistTask/6/image_005926.jpg,3
/mnistTask/4/image_028333.jpg,6
/mnistTask/5/image_040266.jpg,0
/mnistTask/6/image_028748.jpg,5
/mnistTask/4/image_009121.jpg,1
/mnistTask/4/image_046721.jpg,9
/mnistTask/3/image_039927.jpg,9
/mnistTask/2/image_041307.jpg,4
/mnistTask/2/image_033263.jpg,3
/mnistTask/4/image_002503.jpg,3
/mnistTask/6/image_004355.jpg,2
/mnistTask/9/image_025651.jpg,1
/mnistTask/6/image_023539.jpg,9
/mnistTask/1/image_020922.jpg,5
/mnistTask/0/image_045262.jpg,6
/mnistTask/1/image_011790.jpg,5
/mnistTask/0/image_058601.jpg,2
/mnistTask/1/image_049527.jpg,5
/mnistTask/7/image_043910.jpg,1
/mnistTask/4/image_004137.jpg,1
/mnistTask/9/image_020525.jpg,4
/mnistTask/8/image_016253.jpg,9
/mnistTask/6/image_004610.jpg,2
/mnistTask/8/image_003142.jpg,2
/mnistTask/1/image_059514.jpg,9
/mnistTask/7/image_000264.jpg,9
/mnistTask/4/image_055531.jpg,5
/mnistTask/2/image_020619.jpg,7
/mnistTask/5/image_021415.jpg,3
/mnistTask/7/image_014039.jpg,0
/mnistTask/0/image_016256.jpg,9
/mnistTask/9/image_015685.jpg,5
/mnistTask/9/image_025310.jpg,1
/mnistTask/8/image_043545.jpg,6
/mnistTask/0/image_059473.jpg,5
/mnistTask/7/image_015875.jpg,6
/mnistTask/9/image_014882.jpg,4
/mnistTask/9/image_009685.jpg,3
/mnistTask/7/image_033577.jpg,1
/mnistTask/6/image_016375.jpg,3
/mnistTask/8/image_039828.jpg,1
/mnistTask/7/image_026693.jpg,4
/mnistTask/1/image_003355.jpg,9
/mnistTask/6/image_015433.jpg,9
/mnistTask/1/image_001927.jpg,0
/mnistTask/7/image_036480.jpg,5
/mnistTask/5/image_031653.jpg,9
/mnistTask/8/image_052025.jpg,2
/mnistTask/0/image_007891.jpg,8
/mnistTask/4/image_053122.jpg,5
/mnistTask/8/image_048680.jpg,5
/mnistTask/5/image_032245.jpg,1
/mnistTask/2/image_037711.jpg,3
/mnistTask/2/image_051568.jpg,7
/mnistTask/0/image_036062.jpg,9
/mnistTask/0/image_037863.jpg,2
/mnistTask/2/image_014816.jpg,9
/mnistTask/7/image_058955.jpg,3
/mnistTask/8/image_058359.jpg,5
/mnistTask/0/image_038612.jpg,5
/mnistTask/6/image_041287.jpg,3
/mnistTask/2/image_012512.jpg,1
/mnistTask/4/image_022257.jpg,6
/mnistTask/6/image_033918.jpg,1
/mnistTask/9/image_012190.jpg,8
/mnistTask/1/image_055983.jpg,4
/mnistTask/2/image_010449.jpg,9
/mnistTask/7/image_031470.jpg,0
/mnistTask/2/image_023012.jpg,1
/mnistTask/4/image_057301.jpg,1
/mnistTask/0/image_048400.jpg,5
/mnistTask/4/image_017794.jpg,5
/mnistTask/0/image_036284.jpg,7
/mnistTask/3/image_000384.jpg,7
/mnistTask/3/image_021608.jpg,0
/mnistTask/4/image_032745.jpg,9
/mnistTask/2/image_040014.jpg,5
/mnistTask/2/image_051492.jpg,5
/mnistTask/7/image_050020.jpg,9
/mnistTask/2/image_034773.jpg,0
/mnistTask/8/image_050694.jpg,4
/mnistTask/2/image_059562.jpg,9
/mnistTask/1/image_034906.jpg,3
/mnistTask/7/image_015084.jpg,6
/mnistTask/9/image_021614.jpg,0
/mnistTask/3/image_002840.jpg,2
/mnistTask/0/image_056020.jpg,1
/mnistTask/7/image_009238.jpg,9
/mnistTask/2/image_017444.jpg,4
/mnistTask/2/image_021314.jpg,0
/mnistTask/3/image_006346.jpg,5
/mnistTask/6/image_000823.jpg,8
/mnistTask/1/image_016959.jpg,5
/mnistTask/9/image_000352.jpg,8
/mnistTask/5/image_033505.jpg,2
/mnistTask/6/image_001104.jpg,5
/mnistTask/0/image_021026.jpg,3
/mnistTask/4/image_035597.jpg,2
/mnistTask/7/image_013241.jpg,4
/mnistTask/8/image_038054.jpg,0
/mnistTask/5/image_007732.jpg,2
/mnistTask/0/image_045664.jpg,6
/mnistTask/5/image_010587.jpg,4
/mnistTask/5/image_008249.jpg,0
/mnistTask/5/image_057630.jpg,4
/mnistTask/7/image_046479.jpg,0
/mnistTask/5/image_055749.jpg,2
/mnistTask/3/image_009432.jpg,7
/mnistTask/5/image_045475.jpg,0
/mnistTask/7/image_039173.jpg,1
/mnistTask/0/image_016113.jpg,7
/mnistTask/7/image_056851.jpg,1
/mnistTask/9/image_057346.jpg,6
/mnistTask/1/image_003631.jpg,4
/mnistTask/6/image_055518.jpg,7
